Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
1,865.13,2.500,-11.941,5.2541,3.3828,53.0857,0.0731,1.7879,0.6388,0.0000,19.3112,0.0000,23.8907,0.0000,0.0000,1.1853,0.0272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.023,-63.559,10.950,1.553,6.228,-0.595581,0.951376,0.593650,0.030943,-0.026903,0.044574,0.001941
2,865.14,2.500,-11.941,5.2541,3.3828,53.0857,0.0731,1.7879,0.6389,0.0000,19.3111,0.0000,23.8907,0.0000,0.0000,1.1853,0.0272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.022,-63.558,10.950,1.553,6.228,-0.595579,0.951375,0.593647,0.030943,-0.026903,0.044574,0.001941
3,864.87,2.450,-11.951,5.2325,3.3820,53.1050,0.0730,1.7801,0.6364,0.0000,19.2619,0.0000,23.9338,0.0000,0.0000,1.1826,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.747,-63.337,10.904,1.547,6.203,-0.593825,0.951510,0.591983,0.030806,-0.026769,0.044369,0.001924
4,864.87,2.450,-11.951,5.2325,3.3820,53.1050,0.0731,1.7801,0.6365,0.0000,19.2619,0.0000,23.9338,0.0000,0.0000,1.1826,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.746,-63.337,10.904,1.547,6.203,-0.593823,0.951510,0.591981,0.030807,-0.026769,0.044370,0.001924
5,864.60,2.400,-11.961,5.2110,3.3811,53.1243,0.0730,1.7723,0.6341,0.0000,19.2126,0.0000,23.9769,0.0000,0.0000,1.1799,0.0268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.471,-63.115,10.859,1.541,6.179,-0.592069,0.951645,0.590316,0.030671,-0.026636,0.044166,0.001908
6,864.60,2.400,-11.961,5.2109,3.3811,53.1243,0.0730,1.7724,0.6341,0.0000,19.2126,0.0000,23.9769,0.0000,0.0000,1.1800,0.0268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.470,-63.115,10.859,1.541,6.179,-0.592067,0.951645,0.590314,0.030671,-0.026636,0.044166,0.001908
7,864.33,2.350,-11.971,5.1894,3.3803,53.1436,0.0730,1.7646,0.6317,0.0000,19.1633,0.0000,24.0200,0.0000,0.0000,1.1773,0.0266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.194,-62.893,10.814,1.535,6.155,-0.590314,0.951780,0.588647,0.030536,-0.026503,0.043963,0.001891
8,864.33,2.350,-11.971,5.1893,3.3803,53.1436,0.0730,1.7646,0.6317,0.0000,19.1632,0.0000,24.0201,0.0000,0.0000,1.1773,0.0266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-75.193,-62.892,10.814,1.535,6.155,-0.590311,0.951779,0.588645,0.030536,-0.026504,0.043964,0.001891
9,864.06,2.300,-11.981,5.1678,3.3794,53.1629,0.0730,1.7569,0.6293,0.0000,19.1138,0.0000,24.0632,0.0000,0.0000,1.1745,0.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.917,-62.671,10.769,1.529,6.130,-0.588558,0.951914,0.586978,0.030401,-0.026372,0.043762,0.001875
10,864.06,2.300,-11.980,5.1677,3.3794,53.1629,0.0730,1.7570,0.6293,0.0000,19.1138,0.0000,24.0632,0.0000,0.0000,1.1746,0.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.916,-62.670,10.769,1.529,6.130,-0.588556,0.951914,0.586975,0.030402,-0.026372,0.043762,0.001875
11,863.79,2.250,-11.990,5.1462,3.3786,53.1821,0.0729,1.7493,0.6270,0.0000,19.0643,0.0000,24.1064,0.0000,0.0000,1.1718,0.0261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.640,-62.448,10.724,1.523,6.106,-0.586803,0.952049,0.585307,0.030268,-0.026240,0.043561,0.001858
12,863.79,2.250,-11.990,5.1461,3.3786,53.1821,0.0729,1.7493,0.6270,0.0000,19.0643,0.0000,24.1064,0.0000,0.0000,1.1718,0.0261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.639,-62.447,10.724,1.523,6.106,-0.586800,0.952049,0.585304,0.030268,-0.026241,0.043561,0.001858
13,863.51,2.200,-12.000,5.1246,3.3778,53.2014,0.0729,1.7417,0.6246,0.0000,19.0148,0.0000,24.1496,0.0000,0.0000,1.1691,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.362,-62.224,10.678,1.517,6.081,-0.585047,0.952184,0.583635,0.030135,-0.026110,0.043361,0.001842
14,863.52,2.200,-12.000,5.1245,3.3778,53.2014,0.0729,1.7417,0.6246,0.0000,19.0147,0.0000,24.1496,0.0000,0.0000,1.1691,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.361,-62.223,10.678,1.517,6.081,-0.585045,0.952184,0.583632,0.030135,-0.026110,0.043362,0.001842
15,863.24,2.150,-12.010,5.1030,3.3769,53.2206,0.0729,1.7341,0.6223,0.0000,18.9652,0.0000,24.1928,0.0000,0.0000,1.1664,0.0257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.084,-62.000,10.633,1.511,6.057,-0.583292,0.952319,0.581962,0.030003,-0.025980,0.043163,0.001826
16,863.25,2.150,-12.010,5.1029,3.3769,53.2206,0.0729,1.7341,0.6223,0.0000,18.9651,0.0000,24.1929,0.0000,0.0000,1.1664,0.0257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-74.083,-61.999,10.633,1.511,6.057,-0.583290,0.952318,0.581959,0.030003,-0.025980,0.043163,0.001826
17,862.97,2.100,-12.020,5.0814,3.3761,53.2398,0.0729,1.7266,0.6200,0.0000,18.9155,0.0000,24.2361,0.0000,0.0000,1.1637,0.0255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.805,-61.776,10.588,1.505,6.032,-0.581537,0.952454,0.580288,0.029871,-0.025851,0.042965,0.001810
18,862.97,2.100,-12.020,5.0813,3.3761,53.2398,0.0729,1.7266,0.6200,0.0000,18.9154,0.0000,24.2362,0.0000,0.0000,1.1637,0.0255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.804,-61.775,10.588,1.505,6.032,-0.581535,0.952453,0.580285,0.029872,-0.025851,0.042966,0.001810
19,862.69,2.050,-12.030,5.0597,3.3752,53.2590,0.0728,1.7191,0.6177,0.0000,18.8658,0.0000,24.2794,0.0000,0.0000,1.1609,0.0252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.526,-61.552,10.543,1.499,6.008,-0.579782,0.952589,0.578613,0.029741,-0.025723,0.042768,0.001794
20,862.70,2.050,-12.030,5.0597,3.3752,53.2590,0.0728,1.7191,0.6177,0.0000,18.8657,0.0000,24.2794,0.0000,0.0000,1.1610,0.0252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.525,-61.551,10.543,1.499,6.008,-0.579780,0.952588,0.578610,0.029741,-0.025723,0.042769,0.001794
21,862.42,2.000,-12.040,5.0381,3.3744,53.2782,0.0728,1.7116,0.6154,0.0000,18.8160,0.0000,24.3227,0.0000,0.0000,1.1582,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.247,-61.327,10.497,1.493,5.983,-0.578028,0.952724,0.576937,0.029611,-0.025595,0.042573,0.001779
22,862.42,2.000,-12.040,5.0380,3.3744,53.2782,0.0728,1.7116,0.6154,0.0000,18.8159,0.0000,24.3228,0.0000,0.0000,1.1582,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.246,-61.326,10.497,1.493,5.983,-0.578025,0.952723,0.576934,0.029611,-0.025595,0.042573,0.001779
23,862.14,1.950,-12.050,5.0164,3.3736,53.2974,0.0728,1.7042,0.6131,0.0000,18.7662,0.0000,24.3660,0.0000,0.0000,1.1555,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.967,-61.101,10.452,1.487,5.959,-0.576273,0.952859,0.575259,0.029481,-0.025467,0.042378,0.001763
24,862.14,1.950,-12.050,5.0164,3.3736,53.2974,0.0728,1.7042,0.6131,0.0000,18.7661,0.0000,24.3661,0.0000,0.0000,1.1555,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.966,-61.100,10.452,1.487,5.959,-0.576270,0.952858,0.575257,0.029482,-0.025468,0.042379,0.001763
25,861.86,1.900,-12.060,4.9948,3.3727,53.3165,0.0728,1.6968,0.6108,0.0000,18.7163,0.0000,24.4094,0.0000,0.0000,1.1527,0.0246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.687,-60.875,10.407,1.481,5.934,-0.574519,0.952994,0.573581,0.029353,-0.025341,0.042184,0.001748
26,861.87,1.900,-12.060,4.9947,3.3727,53.3165,0.0728,1.6968,0.6108,0.0000,18.7162,0.0000,24.4095,0.0000,0.0000,1.1527,0.0246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.686,-60.874,10.406,1.481,5.934,-0.574516,0.952993,0.573578,0.029353,-0.025341,0.042185,0.001748
27,861.58,1.850,-12.071,4.9731,3.3719,53.3357,0.0728,1.6895,0.6085,0.0000,18.6663,0.0000,24.4528,0.0000,0.0000,1.1500,0.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.406,-60.649,10.361,1.475,5.910,-0.572765,0.953129,0.571902,0.029225,-0.025215,0.041992,0.001732
28,861.59,1.850,-12.070,4.9730,3.3719,53.3357,0.0728,1.6895,0.6086,0.0000,18.6663,0.0000,24.4528,0.0000,0.0000,1.1500,0.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.405,-60.648,10.361,1.475,5.910,-0.572762,0.953129,0.571899,0.029225,-0.025215,0.041992,0.001732
29,861.30,1.800,-12.081,4.9514,3.3710,53.3548,0.0728,1.6822,0.6063,0.0000,18.6163,0.0000,24.4962,0.0000,0.0000,1.1472,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.125,-60.422,10.316,1.469,5.885,-0.571011,0.953264,0.570222,0.029097,-0.025089,0.041800,0.001717
30,861.31,1.800,-12.081,4.9513,3.3710,53.3548,0.0728,1.6822,0.6063,0.0000,18.6162,0.0000,24.4963,0.0000,0.0000,1.1472,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.124,-60.421,10.316,1.469,5.885,-0.571008,0.953264,0.570219,0.029098,-0.025090,0.041800,0.001717
31,861.02,1.750,-12.091,4.9297,3.3702,53.3740,0.0727,1.6749,0.6041,0.0000,18.5663,0.0000,24.5396,0.0000,0.0000,1.1444,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.844,-60.195,10.270,1.463,5.860,-0.569257,0.953400,0.568541,0.028971,-0.024965,0.041609,0.001702
32,861.03,1.750,-12.091,4.9296,3.3702,53.3740,0.0727,1.6749,0.6041,0.0000,18.5662,0.0000,24.5397,0.0000,0.0000,1.1445,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.842,-60.194,10.270,1.463,5.860,-0.569254,0.953399,0.568538,0.028971,-0.024965,0.041610,0.001702
33,860.74,1.700,-12.101,4.9080,3.3694,53.3931,0.0727,1.6677,0.6018,0.0000,18.5162,0.0000,24.5831,0.0000,0.0000,1.1417,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.562,-59.968,10.225,1.457,5.836,-0.567504,0.953535,0.566859,0.028845,-0.024841,0.041419,0.001687
34,860.75,1.700,-12.101,4.9079,3.3694,53.3931,0.0727,1.6677,0.6018,0.0000,18.5161,0.0000,24.5831,0.0000,0.0000,1.1417,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.560,-59.967,10.225,1.457,5.836,-0.567501,0.953535,0.566855,0.028845,-0.024841,0.041420,0.001687
35,860.46,1.650,-12.111,4.8863,3.3685,53.4122,0.0727,1.6605,0.5996,0.0000,18.4660,0.0000,24.6266,0.0000,0.0000,1.1389,0.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.279,-59.740,10.179,1.451,5.811,-0.565751,0.953670,0.565175,0.028720,-0.024717,0.041230,0.001672
