Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     chromite,    hercynite,    magnetite,       spinel,   ulvospinel
11,863.79,2.250,-11.990,1.5175,4.8295,0.0000,9.3574,2.8847,49.0149,0.0000,35.9697,0.0000,2.7733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.061,-7.804,2.865,0.314,1.371,0.000000,-0.089574,0.678544,0.152119,0.258911
12,863.79,2.250,-11.990,1.5174,4.8295,0.0000,9.3573,2.8847,49.0150,0.0000,35.9696,0.0000,2.7734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.061,-7.804,2.865,0.314,1.371,0.000000,-0.089574,0.678546,0.152121,0.258908
13,863.51,2.200,-12.000,1.5275,4.8291,0.0000,9.3603,2.8811,49.0198,0.0000,35.9541,0.0000,2.7848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.137,-7.860,2.883,0.316,1.380,0.000000,-0.090276,0.678565,0.152739,0.258972
14,863.52,2.200,-12.000,1.5275,4.8291,0.0000,9.3602,2.8811,49.0199,0.0000,35.9539,0.0000,2.7849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.137,-7.859,2.883,0.316,1.380,0.000000,-0.090277,0.678566,0.152741,0.258970
15,863.24,2.150,-12.010,1.5375,4.8286,0.0000,9.3631,2.8775,49.0247,0.0000,35.9383,0.0000,2.7964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.213,-7.915,2.902,0.318,1.389,0.000000,-0.090981,0.678587,0.153362,0.259032
16,863.25,2.150,-12.010,1.5375,4.8286,0.0000,9.3630,2.8776,49.0249,0.0000,35.9381,0.0000,2.7964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.212,-7.914,2.902,0.318,1.389,0.000000,-0.090982,0.678588,0.153364,0.259030
17,862.97,2.100,-12.020,1.5475,4.8282,0.0000,9.3659,2.8739,49.0298,0.0000,35.9223,0.0000,2.8080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.288,-7.970,2.921,0.321,1.398,0.000000,-0.091690,0.678609,0.153989,0.259091
18,862.97,2.100,-12.020,1.5474,4.8282,0.0000,9.3658,2.8740,49.0300,0.0000,35.9222,0.0000,2.8081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.288,-7.969,2.921,0.320,1.398,0.000000,-0.091690,0.678611,0.153991,0.259088
19,862.69,2.050,-12.030,1.5574,4.8278,0.0000,9.3686,2.8704,49.0350,0.0000,35.9062,0.0000,2.8197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.363,-8.025,2.939,0.323,1.408,0.000000,-0.092402,0.678633,0.154620,0.259148
20,862.70,2.050,-12.030,1.5574,4.8278,0.0000,9.3685,2.8705,49.0352,0.0000,35.9061,0.0000,2.8198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.363,-8.024,2.939,0.323,1.407,0.000000,-0.092402,0.678635,0.154622,0.259146
21,862.42,2.000,-12.040,1.5674,4.8273,0.0000,9.3713,2.8669,49.0403,0.0000,35.8900,0.0000,2.8315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.439,-8.080,2.958,0.325,1.417,0.000000,-0.093117,0.678658,0.155254,0.259204
22,862.42,2.000,-12.040,1.5673,4.8273,0.0000,9.3712,2.8669,49.0405,0.0000,35.8898,0.0000,2.8315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.438,-8.079,2.958,0.325,1.417,0.000000,-0.093117,0.678660,0.155256,0.259201
23,862.14,1.950,-12.050,1.5773,4.8269,0.0000,9.3740,2.8634,49.0458,0.0000,35.8736,0.0000,2.8433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.514,-8.135,2.977,0.327,1.426,0.000000,-0.093835,0.678684,0.155892,0.259259
24,862.14,1.950,-12.050,1.5773,4.8269,0.0000,9.3739,2.8634,49.0459,0.0000,35.8734,0.0000,2.8434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.514,-8.134,2.977,0.327,1.426,0.000000,-0.093836,0.678686,0.155894,0.259256
25,861.86,1.900,-12.060,1.5872,4.8265,0.0000,9.3766,2.8599,49.0513,0.0000,35.8570,0.0000,2.8552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.589,-8.190,2.995,0.329,1.435,0.000000,-0.094557,0.678711,0.156534,0.259312
26,861.87,1.900,-12.060,1.5872,4.8265,0.0000,9.3765,2.8600,49.0514,0.0000,35.8569,0.0000,2.8553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.589,-8.189,2.995,0.329,1.435,0.000000,-0.094557,0.678713,0.156536,0.259309
27,861.58,1.850,-12.071,1.5971,4.8260,0.0000,9.3791,2.8564,49.0569,0.0000,35.8404,0.0000,2.8672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.664,-8.244,3.014,0.331,1.444,0.000000,-0.095282,0.678739,0.157179,0.259363
28,861.59,1.850,-12.070,1.5971,4.8260,0.0000,9.3790,2.8565,49.0570,0.0000,35.8402,0.0000,2.8673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.664,-8.244,3.014,0.331,1.444,0.000000,-0.095283,0.678741,0.157182,0.259360
29,861.30,1.800,-12.081,1.6070,4.8256,0.0000,9.3816,2.8530,49.0626,0.0000,35.8235,0.0000,2.8793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.739,-8.299,3.032,0.333,1.453,0.000000,-0.096011,0.678769,0.157829,0.259413
30,861.31,1.800,-12.081,1.6070,4.8256,0.0000,9.3815,2.8530,49.0628,0.0000,35.8234,0.0000,2.8793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.739,-8.299,3.032,0.333,1.453,0.000000,-0.096011,0.678770,0.157831,0.259410
31,861.02,1.750,-12.091,1.6169,4.8251,0.0000,9.3841,2.8495,49.0685,0.0000,35.8065,0.0000,2.8914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.814,-8.354,3.051,0.335,1.462,0.000000,-0.096743,0.678799,0.158482,0.259462
32,861.03,1.750,-12.091,1.6168,4.8251,0.0000,9.3840,2.8496,49.0686,0.0000,35.8064,0.0000,2.8915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.814,-8.354,3.051,0.335,1.462,0.000000,-0.096743,0.678801,0.158484,0.259459
33,860.74,1.700,-12.101,1.6267,4.8247,0.0000,9.3865,2.8461,49.0744,0.0000,35.7894,0.0000,2.9036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.889,-8.409,3.069,0.337,1.471,0.000000,-0.097478,0.678830,0.159139,0.259509
34,860.75,1.700,-12.101,1.6267,4.8247,0.0000,9.3864,2.8462,49.0746,0.0000,35.7892,0.0000,2.9037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.889,-8.409,3.069,0.337,1.471,0.000000,-0.097479,0.678832,0.159141,0.259506
35,860.46,1.650,-12.111,1.6366,4.8242,0.0000,9.3889,2.8427,49.0805,0.0000,35.7721,0.0000,2.9159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.964,-8.464,3.087,0.339,1.480,0.000000,-0.098217,0.678863,0.159800,0.259555
36,860.46,1.650,-12.111,1.6365,4.8242,0.0000,9.3887,2.8428,49.0806,0.0000,35.7719,0.0000,2.9159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-11.963,-8.464,3.087,0.339,1.480,0.000000,-0.098218,0.678864,0.159802,0.259552
37,860.18,1.600,-12.121,1.6464,4.8238,0.0000,9.3912,2.8393,49.0866,0.0000,35.7546,0.0000,2.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.038,-8.519,3.106,0.341,1.489,0.000000,-0.098960,0.678896,0.160464,0.259600
38,860.18,1.600,-12.121,1.6463,4.8238,0.0000,9.3911,2.8394,49.0868,0.0000,35.7545,0.0000,2.9283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.038,-8.518,3.106,0.341,1.489,0.000000,-0.098961,0.678898,0.160467,0.259596
39,860.07,1.550,-12.128,1.6560,4.8234,0.0000,9.3925,2.8349,49.0944,0.0000,35.7405,0.0000,2.9377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.111,-8.571,3.124,0.343,1.497,0.000000,-0.099568,0.678972,0.160974,0.259622
40,860.07,1.550,-12.128,1.6558,4.8234,0.0000,9.3925,2.8349,49.0944,0.0000,35.7405,0.0000,2.9377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.110,-8.570,3.124,0.343,1.497,0.000000,-0.099568,0.678972,0.160974,0.259622
41,860.07,1.550,-12.128,1.6557,4.8234,0.0000,9.3923,2.8351,49.0947,0.0000,35.7402,0.0000,2.9378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.110,-8.570,3.123,0.343,1.497,0.000000,-0.099571,0.678974,0.160979,0.259617
42,860.82,1.500,-12.119,1.6643,4.8235,0.0000,9.3894,2.8245,49.1091,0.0000,35.7455,0.0000,2.9314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.173,-8.612,3.140,0.345,1.505,0.000000,-0.099461,0.679247,0.160648,0.259567
43,860.82,1.500,-12.119,1.6643,4.8235,0.0000,9.3894,2.8245,49.1091,0.0000,35.7455,0.0000,2.9314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.173,-8.612,3.140,0.345,1.505,0.000000,-0.099461,0.679247,0.160648,0.259567
44,860.83,1.500,-12.119,1.6642,4.8235,0.0000,9.3893,2.8247,49.1094,0.0000,35.7452,0.0000,2.9315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.172,-8.611,3.140,0.345,1.505,0.000000,-0.099464,0.679249,0.160654,0.259561
45,861.58,1.450,-12.109,1.6726,4.8237,0.0000,9.3874,2.8134,49.1224,0.0000,35.7525,0.0000,2.9243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.234,-8.651,3.157,0.347,1.512,0.000000,-0.099325,0.679509,0.160278,0.259539
46,861.58,1.450,-12.109,1.6726,4.8237,0.0000,9.3874,2.8134,49.1224,0.0000,35.7525,0.0000,2.9243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.234,-8.651,3.157,0.347,1.512,0.000000,-0.099325,0.679509,0.160278,0.259539
47,861.59,1.450,-12.109,1.6725,4.8237,0.0000,9.3872,2.8135,49.1226,0.0000,35.7522,0.0000,2.9244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.233,-8.651,3.157,0.347,1.512,0.000000,-0.099327,0.679511,0.160283,0.259533
48,862.34,1.400,-12.100,1.6806,4.8239,0.0000,9.3863,2.8015,49.1342,0.0000,35.7617,0.0000,2.9163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.292,-8.690,3.173,0.348,1.520,0.000000,-0.099157,0.679756,0.159860,0.259541
49,862.34,1.400,-12.100,1.6806,4.8239,0.0000,9.3863,2.8015,49.1342,0.0000,35.7617,0.0000,2.9163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.292,-8.690,3.173,0.348,1.520,0.000000,-0.099157,0.679756,0.159860,0.259541
50,862.35,1.400,-12.100,1.6805,4.8239,0.0000,9.3861,2.8016,49.1344,0.0000,35.7614,0.0000,2.9164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.292,-8.689,3.173,0.348,1.520,0.000000,-0.099159,0.679759,0.159865,0.259536
51,863.11,1.350,-12.090,1.6883,4.8242,0.0000,9.3863,2.7887,49.1442,0.0000,35.7733,0.0000,2.9074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.349,-8.726,3.188,0.350,1.527,0.000000,-0.098956,0.679988,0.159390,0.259578
52,863.11,1.350,-12.090,1.6883,4.8242,0.0000,9.3863,2.7887,49.1442,0.0000,35.7733,0.0000,2.9074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.349,-8.726,3.188,0.350,1.527,0.000000,-0.098956,0.679988,0.159390,0.259578
53,863.12,1.350,-12.090,1.6883,4.8242,0.0000,9.3861,2.7889,49.1445,0.0000,35.7730,0.0000,2.9075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.349,-8.726,3.188,0.350,1.527,0.000000,-0.098958,0.679990,0.159395,0.259572
54,863.88,1.300,-12.081,1.6957,4.8245,0.0000,9.3876,2.7751,49.1525,0.0000,35.7875,0.0000,2.8974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.403,-8.761,3.203,0.351,1.533,0.000000,-0.098718,0.680202,0.158866,0.259651
55,863.88,1.300,-12.081,1.6957,4.8245,0.0000,9.3876,2.7751,49.1525,0.0000,35.7875,0.0000,2.8974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.403,-8.761,3.203,0.351,1.533,0.000000,-0.098718,0.680202,0.158866,0.259651
56,863.89,1.300,-12.080,1.6957,4.8245,0.0000,9.3874,2.7752,49.1527,0.0000,35.7872,0.0000,2.8975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.402,-8.760,3.203,0.351,1.533,0.000000,-0.098720,0.680204,0.158871,0.259645
57,864.65,1.250,-12.071,1.7028,4.8248,0.0000,9.3902,2.7605,49.1586,0.0000,35.8044,0.0000,2.8863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.454,-8.793,3.217,0.353,1.540,0.000000,-0.098442,0.680396,0.158283,0.259764
58,864.65,1.250,-12.071,1.7028,4.8248,0.0000,9.3902,2.7605,49.1586,0.0000,35.8044,0.0000,2.8863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.454,-8.793,3.217,0.353,1.540,0.000000,-0.098442,0.680396,0.158283,0.259764
59,864.66,1.250,-12.071,1.7027,4.8248,0.0000,9.3900,2.7606,49.1589,0.0000,35.8041,0.0000,2.8864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.453,-8.793,3.217,0.353,1.540,0.000000,-0.098445,0.680398,0.158288,0.259759
60,865.42,1.200,-12.061,1.7094,4.8252,0.0000,9.3943,2.7448,49.1625,0.0000,35.8243,0.0000,2.8740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.501,-8.823,3.231,0.354,1.546,0.000000,-0.098126,0.680567,0.157638,0.259922
61,865.42,1.200,-12.061,1.7094,4.8252,0.0000,9.3943,2.7448,49.1625,0.0000,35.8243,0.0000,2.8740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.501,-8.823,3.231,0.354,1.546,0.000000,-0.098126,0.680567,0.157638,0.259922
62,865.43,1.200,-12.061,1.7093,4.8252,0.0000,9.3941,2.7450,49.1627,0.0000,35.8241,0.0000,2.8741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.501,-8.823,3.231,0.354,1.546,0.000000,-0.098128,0.680569,0.157642,0.259917
63,866.19,1.150,-12.052,1.7155,4.8256,0.0000,9.4000,2.7281,49.1639,0.0000,35.8475,0.0000,2.8605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.545,-8.850,3.243,0.356,1.551,0.000000,-0.097766,0.680712,0.156926,0.260128
64,866.19,1.150,-12.052,1.7155,4.8256,0.0000,9.4000,2.7281,49.1639,0.0000,35.8475,0.0000,2.8605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.545,-8.850,3.243,0.356,1.551,0.000000,-0.097766,0.680712,0.156926,0.260128
65,866.20,1.150,-12.052,1.7155,4.8256,0.0000,9.3998,2.7282,49.1641,0.0000,35.8473,0.0000,2.8606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.545,-8.850,3.243,0.355,1.551,0.000000,-0.097768,0.680714,0.156930,0.260124
66,866.96,1.100,-12.042,1.7211,4.8261,0.0000,9.4075,2.7102,49.1624,0.0000,35.8742,0.0000,2.8457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.584,-8.874,3.254,0.357,1.556,0.000000,-0.097360,0.680828,0.156144,0.260389
67,866.96,1.100,-12.042,1.7211,4.8261,0.0000,9.4075,2.7102,49.1624,0.0000,35.8742,0.0000,2.8457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.584,-8.874,3.254,0.357,1.556,0.000000,-0.097360,0.680828,0.156144,0.260389
68,866.96,1.100,-12.042,1.7211,4.8261,0.0000,9.4074,2.7103,49.1626,0.0000,35.8740,0.0000,2.8458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.584,-8.874,3.254,0.357,1.556,0.000000,-0.097362,0.680830,0.156148,0.260385
69,867.72,1.050,-12.033,1.7261,4.8266,0.0000,9.4171,2.6910,49.1577,0.0000,35.9047,0.0000,2.8295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.619,-8.894,3.264,0.358,1.561,0.000000,-0.096906,0.680910,0.155286,0.260710
